label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10	col_11	col_12	col_13
5	517 m^2	1.1448	basketball	Dog, Rat	1028	0.5162	1585	540	Electrical Engineering	913	1161	0.7077	1.0115	738
2	923 m^2	0.9821	soccer	pig	634	1.0035	198	679	Data Science	1291	1075	1.0704	0.6437	677
3	572 m^2	0.4197	tennis	CHICKEN	975	0.5295	843	902	Computer Game Design	1474	980	0.8764	1.0351	534
1	347 m^2	0.4312	motor sports	ferret	1222	0.4565	360	189	Biotechnology	1200	429	1.1904	1.3009	708
3	500 m^2	0.4506	baseball	fish	799	0.8777	749	699	Computer Engineering	1019	-26	1.0933	0.5308	1023
5	546 m^2	0.5787	volleyball	rabbit	1032	0.4385	778	-88	Bioengineering	None	583	0.6501	0.6303	431
4	-14 m^2	0.8909	golf	hamster	n/a	0.2552	1125	738	Human Computer Interaction	795	1239	0.2012	1.1857	698
2	1631 m^2	0.8278	soccer	bird	983	1.4138	97	435	Games and Playable Media	1531	801	0.6557	0.7819	984
4	-65 m^2	1.009	running	HAMSTER	1146	0.9198	300	748	Human Computer Interaction	907	496	0.4696	0.9313	684
1	344 m^2	1.0104	motor sports	cat	1217	1.1687	1141	934	Statistics	802	N/A	0.9728	0.664	1023
2	1340 m^2	1.0711	soccer	pig	507	0.5986	200	508	Games and Playable Media	812	824	0.8535	0.4836	845
3	529 m^2	0.7024	tennis	chicken	1349	0.8199	751	524	Computer Engineering	917	559	0.5936	0.8536	1369
5	415 m^2	0.9141	boxing	rat, dog	865	0.816	1331	-61	Bioengineering	1085	1166	0.4088	0.7967	532
3	713 m^2	0.5263	tennis	chicken	938	1.0948	678	428	Computational Media	1302	793	0.9955	0.5031	853
2	1089 m^2	1.1429	soccer	hamster	352	1.1257	352	1081	Games and Playable Media	632	845	1.1513	1.2902	574
3	859 m^2	0.8506	baseball	chicken	1052	0.9155	498	741	Computer Game Design	376	570	1.2241	0.1952	1069
3	220 m^2	0.2661	baseball	cat	841	0.8005	943	1608	Computer Science	NULL	897	0.859	0.715	1442
3	453 m^2	0.2763	tennis	guinea pig	1038	0.3698	477	708	Computer Game Design	1183	1191	0.8667	0.0635	998
2	1131 m^2	0.7571	soccer	bird	603	0.5506	346	979	Bioinformatics	1024	447	0.9866	0.6696	604
3	886 m^2	0.696	tennis	fish	984	1.1457	399	1053	Computer Engineering	857	664	0.9121	0.2397	718
0	1111 m^2	-0.2832	badminton	guinea pig	537	0.9426	1661	187	technology and information management	350	749	1.0079	0.9268	580
4	491 m^2	0.8812	ice hockey	hamster	1519	1.5918	822	1361	Human Computer Interaction	992	1453	0.7926	1.459	207
0	379 m^2	-0.0203	badminton	GUINEA PIG	443	0.8557	801	605	Computer Science	601	890	1.1189	0.5888	522
1	1021 m^2	0.7467	soccer	cat	945	1.2031	1132	1005	Biotechnology	1060	463	0.9461	1.0955	1010
4	270 m^2	0.7761	ice hockey	hamster	657	0.9123	1183	421	Human Computer Interaction	863	824	0.2951	0.9539	-45
5	898 m^2	0.8872	football	fish	1304	-0.0083	637	76	Electrical Engineering	1364	451	0.7703	0.7719	631
1	232 m^2	0.5582	motor sports	cat	1335	0.5942	1004	519	Biotechnology	822	146	0.8688	0.6261	414
5	717 m^2	0.6942	baseball	DOG, RAT	788	0.5934	556	-48	HUMAN COMPUTER INTERACTION	1129	1323	0.7858	0.7254	1258
1	49 m^2	0.3178	motor sports	ferret	1251	1.0495	953	999	Bioinformatics	1083	11	0.9008	0.6449	1301
4	-86 m^2	1.2398	GOLF	hamster	665	N/A	982	878	Human Computer Interaction	1351	854	0.3161	1.2085	728
2	874 m^2	0.7079	soccer	bird	501	0.4091	254	378	Games and Playable Media	563	1757	1.171	1.3322	771
5	132 m^2	1.0275	football	dog, rabbit	1104	0.4135	818	160	Bioengineering	1307	406	0.589	0.6545	757
4	424 m^2	1.103	ice hockey	hamster	1088	0.7742	1528	1341	Human Computer Interaction	980	475	0.462	1.3694	643
3	558 m^2	0.681	tennis	fish	619	0.6836	239	1519	Computer Game Design	387	1168	0.8723	0.0582	949
1	503 m^2	0.3103	motor sports	cat	1119	0.9629	1150	1192	Biotechnology	1158	609	1.036	1.1771	1054
1	480 m^2	0.165	motor sports	ferret	1035	0.9444	1105	1184	Technology and Information Management	1074	196	0.9653	0.7775	763
1	-149 m^2	0.7405	tennis	cat	1053	1.1615	1073	940	Robotics Engineering	570	-43	1.5321	1.4063	993
5	390 m^2	0.5192	football	rabbit, rat	1272	0.2568	1016	-547	Bioengineering	991	911	0.573	-0.0721	732
4	245 m^2	1.2711	golf	hamster	914	0.8888	952	294	Human Computer Interaction	1202	1064	0.4221	0.9947	454
3	384 m^2	0.0047	tennis	chicken	1375	0.6471	1059	974	Computer Science	928	1198	1.0234	0.84	726
0	308 m^2	0.1132	volleyball	Guinea Pig	361	1.01	1163	271	Bioinformatics	4	939	1.0638	0.7846	782
5	683 m^2	1.1033	basketball	rabbit	482	-0.5322	1286	99	Applied Mathematics	723	764	0.4797	1.0683	707
5	1232 m^2	0.8013	football	rat, dog	1068	0.2781	-144	-298	N/A	1128	928	0.8711	1.1045	704
2	N/A	1.1492	soccer	bird	864	1.5602	None	-51	Data Science	861	464	0.7485	1.0827	303
1	312 m^2	0.5918	motor sports	cat	1065	0.6732	519	1049	bIOTECHNOLOGY	1253	116	0.7169	1.0015	893
0	652 m^2	0.1593	volleyball	reptile	481	NULL	1304	143	Technology and Information Management	118	245	1.22	0.8239	957
3	386 m^2	0.1995	tennis	hamster	955	1.1648	901	692	Computer Game Design	605	558	0.6448	0.4719	594
3	1137 m^2	0.4737	baseball	chicken	870	0.5893	1025	587	Computer Engineering	1325	630	0.8889	0.402	865
5	309 m^2	0.9276	football	dog	1208	0.5606	1345	-51	Applied Mathematics	1017	606	0.8826	0.2605	1035
0	804 m^2	-0.2194	volleyball	reptile	355	1.0662	1439	687	Bioinformatics	458	519	0.8056	0.6965	1238
0	641 m^2	-0.095	badminton	reptile	-24	1.0255	1304	984	Technology and Information Management	569	910	0.6557	1.5153	819
0	702 m^2	-0.0986	volleyball	guinea pig	283	1.4383	394	458	Technology and Information Management	994	420	0.784	1.1404	1240
4	-84 m^2	0.8621	ice hockey	hamster	798	1.5972	842	804	Human Computer Interaction	741	1359	0.3902	0.8122	230
5	85 m^2	0.9615	basketball	dog, rabbit	826	0.7487	1041	212	Electrical Engineering	1087	647	0.8185	0.7687	1316
2	n/a	0.9401	soccer	hamster	498	0.6124	342	649	Data Science	1174	906	0.5948	0.3796	837
2	976 m^2	1.0429	soccer	bird	399	0.5692	538	819		1508	976	0.8263	1.2766	685
1	666 m^2	0.4089	motor sports	ferret	685	0.9965	770	990	Biotechnology	1187	346	0.8264	1.0563	704
4	469 m^2	0.7845	ice hockey	hamster	971	1.4224	222	1249	Natural Language Processing	593	1031	0.3636	1.3596	525
0	914 m^2	0.0973	badminton	reptile	639	0.7889	781	-201	Bioinformatics	183	775	0.7327	0.8002	1180
2	994 m^2	0.8986	soccer	ferret	841	1.0897	206	147	Games and Playable Media	707	1273	1.046	0.4282	1062
5	1218 m^2	0.878	boxing	rat	892	0.5992	1229	-73	Bioengineering	1363	467	0.2833	0.7658	818
3	524 m^2	0.4455	tennis	fish	1136	0.6038	270	1188	Computer Game Design	1010	770	0.8191	-0.0289	1011
4	-2 m^2	0.9539	golf	hamster	1028	1.124	1058	862	HUMAN COMPUTER INTERACTION	886	710	-0.009	1.0467	110
3	1289 m^2	0.4144	running	chicken	745	0.9056	1026	865	Computer Game Design	1215	252	1.0394	0.6697	903
3	657 m^2	0.3048	tennis	ferret	1108	0.7601	437	722	Computer Game Design	725	798	1.1335	0.3453	699
2	921 m^2	1.1179	soccer	bird	377	0.9519	439	967	Games and Playable Media	618	1363	0.8222	0.8971	586
4	-25 m^2	1.0345	soccer	reptile	613	1.1652	1718	1164	Human Computer Interaction	1266	767	0.2996	0.4574	614
3	678 m^2	0.1322	baseball	chicken	1262	0.9319	816	561	Computer Game Design	936	983	0.9577	0.0354	837
4	367 m^2	1.2074	golf	Hamster	705	1.1281	1175	1133	Human Computer Interaction	1051	809	0.519	0.7689	693
1	89 m^2	0.69	motor sports	ferret	1001	1.3943	1262	585	Biotechnology	938	809	1.3619	0.6543	755
4	207 m^2	1.2038	ice hockey	chicken	639	1.4788	555	1473	Human Computer Interaction	1037	749	-0.1282	0.7413	547
3	802 m^2	0.6244	tennis	fish	1194	1.4448	783	1202	Computer Engineering	913	1259	1.4734	0.2106	899
4	14 m^2	0.9183	ice hockey	hamster	1394	1.1731	603	985	Human Computer Interaction	1144	987	0.4661	1.8272	544
5	475 m^2	0.8103	running	dog	728	-0.0441	1509	-212	Human Computer Interaction	1185	800	0.8624	1.296	829
2	605 m^2	1.2361	soccer	pig	438	1.0065	348	629	Data Science	830	930	1.1236	1.0763	1019
3	697 m^2	0.2471	baseball	chicken	712	1.271	78	812	Computer Game Design	653	1008	0.7194	0.0796	903
4	212 m^2	0.9355	ice hockey	hamster	552	N/A	1082	759	Human Computer Interaction	1275	234	0.4828	1.1301	664
3	975 m^2	0.4353	tennis	chicken	985	0.6296	1262	1272	Computational Media	565	1447	1.2137	0.5883	987
0	733 m^2	-0.3057	badminton	guinea pig	215	1.2164	590	171	Bioinformatics	-7	1087	0.9087	1.0468	931
2	835 m^2	0.7547	soccer	hamster	719	0.6109	175	89	Data Science	1054	261	1.1272	0.6118	474
1	583 m^2	0.4729	motor sports	reptile	1250	1.2082	1136	1051	Statistics	1183	NULL	0.9397	1.2425	638
0	1182 m^2	0.3405	badminton	guinea pig	301	0.8509	1364	626	Technology and Information Management	744	942	0.7559	0.8369	1112
0	526 m^2	0.0498	volleyball	guinea pig	-5	0.7611	1354	69	Technology and Information Management	518	507	0.9051	0.607	817
4	292 m^2	0.7086	ice hockey	hamster	1254	0.6838	1590	1141	Human Computer Interaction	879	1761	0.5674	0.9314	448
0	914 m^2	-0.0149	golf	reptile	477	1.0155	1047	-396	Data Science	760	1158	1.2331	0.9593	923
3	783 m^2	N/A	baseball	fish	916	0.8396	814	559	Computer Game Design	478	873	0.6353	-0.3691	618
2	620 m^2	0.624	soccer	pig	993	0.8359	-224	131	Games and Playable Media	1051	723	0.9069	1.0367	244
0	388 m^2	0.065	badminton	guinea pig	139	1.563	790	164	Technology and Information Management	1051	781	1.1552	0.6562	805
0	854 m^2	0.0836	volleyball	reptile	292	1.3489	841	427	Technology and Information Management	613	1545	0.9793	0.8801	676
2	847 m^2	0.8534	soccer	bird	654	0.8564	700	837	Games and Playable Media	1157	925	0.8356	1.1299	865
0	561 m^2	0.3558	volleyball	guinea pig	264	0.5415	586	361	Technology and Information Management	665	1023	1.325	0.9629	1128
2	896 m^2	0.7618	soccer	reptile	617	1.2287	245	986	Data Science	819	774	0.9176	0.5759	935
2	708 m^2	0.8864	soccer	pig	566	0.6432	713	1239	Data Science	1141	1015	1.0973	1.409	1058
4	163 m^2	1.0935	Basketball	reptile	722	1.1691	597	916	hUMAN cOMPUTER iNTERACTION	727	1428	-0.1106	0.0788	693
2	1100 m^2	0.7578	soccer	pig	1091	0.7465	175	1151	Games and Playable Media	1397	857	0.8089	1.7047	775
0	617 m^2	0.1724	badminton	GUINEA PIG	500	0.7915	1126	241	Technology and Information Management	299	856	1.2335	0.8647	1108
4	430 m^2	0.5365	track & field	hamster	1004	1.1444	1029	1136	Data Science	528	1019	0.3015	0.7893	308
0	422 m^2	0.0456	volleyball	guinea pig	3	0.9859	769	646	Bioinformatics	903	869	1.1961	1.1843	1175
4	226 m^2	1.0069	ice hockey	hamster	1064	0.712	1269	1239	Bioinformatics	1713	1096	0.2376	0.7883	204
2	701 m^2	0.841	soccer	pig	1015	1.4115	125	1196	Human Computer Interaction	956	412	n/a	1.1601	836
2	944 m^2	0.94	soccer	bird	908	0.9962	265	625	Data Science	1198	1192	0.8214	NULL	1307
3	N/A	-0.1654	baseball	chicken	590	1.1972	897	1248	Computational Media	1372	371	0.8716	0.7894	880
2	539 m^2	1.0339	soccer	bird	551	0.6268	494	872	Data Science	1165	994	1.4356	0.791	1134
5	365 m^2	0.9538	basketball	dog	883	0.9866	1336	177	Applied Mathematics	948	538	0.5427	0.8811	564
3	902 m^2	0.0801	baseball	bird	899	0.7008	833	967	Bioinformatics	1212	1063	1.0773	0.0577	630
3	674 m^2	0.7023	baseball	fish	985	1.3034	351	844	Computer Engineering	1064	1080	0.8675	0.7703	588
4	47 m^2	0.774	golf	hamster	872	0.6361	1036	1302	Human Computer Interaction	879	954	0.4027	1.9618	358
0	474 m^2	0.3427	badminton	guinea pig	30	0.7399	1638	1334	Bioinformatics	397	999	0.8288	0.3954	889
2	543 m^2	0.8303	soccer	pig	391	1.1025	-440	633	Games and Playable Media	878	818	1.2552	1.0714	115
2	1123 m^2	0.9199	SOCCER	bird	897	1.1096	3	918	Games and Playable Media	723	797	0.2311	0.9684	945
5	564 m^2	1.2258	running	dog	1112	0.5791	764	27	Applied Mathematics	1178	1143	0.7129	1.1565	529
0	501 m^2	-0.2464	volleyball	reptile	287	1.1859	824	520	Bioinformatics	272	940	0.6356	1.3717	647
5	778 m^2	0.7418	running	rat, rabbit	933	0.154	1074	275	COMPUTER GAME DESIGN	1087	355	0.5688	0.8364	1016
2	859 m^2	0.7385	soccer	pig	603	1.2664	-104	1167	Data Science	952	786	1.1168	1.0053	580
2	1487 m^2	0.9185	soccer	bird	768	1.0358	-95	494	Games and Playable Media	1396	N/A	0.6205	1.202	1043
3	758 m^2	0.5895	baseball	fish	885	0.872	417	1252	Computer Engineering	1127	429	1.4229	0.0925	788
4	128 m^2	0.6867	track & field	hamster	1265	1.1495	1318	1702	Human Computer Interaction	1030	1359	0.4452	0.4036	608
1	195 m^2	0.8839	motor sports	cat	1240	1.633	1174	789	Natural Language Processing	779	262	0.769	0.5456	1040
4	-323 m^2	0.9915	golf	hamster	973	0.854	1308	556	Human Computer Interaction	1341	1070	0.3344	1.0412	630
2	928 m^2	0.6126	soccer	pig	1000	1.1783	154	517	Games and Playable Media	834	693	1.1684	0.7382	937
5	757 m^2	1.161	basketball	rat, rabbit	1118	0.1677	532	480	Bioengineering	939	465	0.3408	0.2941	932
5	536 m^2	1.0468	baseball	hamster	743	0.321	812	475	Bioengineering	1483	485	0.3515	0.974	1035
4	650 m^2	0.6835	golf	hamster	778	0.8754	456	395	Human Computer Interaction	607	1126	0.4167	0.7348	196
5	146 m^2	0.9496	football	dog, rat	1042	0.4665	757	-90	Natural Language Processing	846	405	0.306	0.7149	893
2	1257 m^2	0.5182	soccer	pig	1007	1.1019	661	1109	Data Science	942	673	0.8906	1.0742	763
0	494 m^2	0.2771	volleyball	guinea pig	74	0.4261	1530	124	Technology and Information Management	318	487	0.6784	0.4707	1444
1	-33 m^2	0.4627	motor sports	ferret	1210	1.027	1079	759	Biotechnology	684	419	1.0681	1.033	1357
1	502 m^2	0.4097	basketball	chicken	940	1.0652	1246	938	Statistics	1011	260	0.6273	1.6436	479
0	747 m^2	0.1887	badminton	hamster	-108	1.1159	817	342	Bioinformatics	174	1079	1.4305	0.8124	1001
5	434 m^2	0.8273	basketball	dog, rabbit	515	0.3991	971	120	Natural Language Processing	1006	1482	0.1514	0.9463	818
3	1002 m^2	0.5034	tennis	chicken	1411	1.0066	362	1036	Computer Engineering	1268	427	1.2733	-0.2987	690
1	336 m^2	0.8475	motor sports	cat	1285	1.3814	864	792	Statistics	749	178	0.9783	0.3661	959
2	1127 m^2	1.4189	golf	pig	355	1.0025	15	1113	Games and Playable Media	1011	982	1.3237	1.144	1357
4	370 m^2	1.1003	golf	bird	1203	0.9512	1153	1286	Human Computer Interaction	1222	1045	0.714	1.3953	373
1	828 m^2	0.9192	track & field	ferret	1065	1.2513	716	934	Statistics	1426	137	0.8171	1.0377	1328
5	699 m^2	0.807	basketball	hamster	945	0.1864	705	-138	Electrical Engineering	842	637	0.2391	0.753	838
2	1155 m^2	1.0122	soccer	Rat	627	0.9145	228	833	Games and Playable Media	1549	718	1.1373	0.6174	1034
1	511 m^2	1.0715	motor sports	cat	823	0.876	845	601	Biotechnology	575	406	1.0195	1.2618	1095
5	-9 m^2	0.5594	basketball	dog	913	0.2514	869	226	Applied Mathematics	507	59	0.9324	0.7503	1190
4	443 m^2	0.4251	golf	HAMSTER	1179	0.8521	682	965	Human Computer Interaction	1058	839	0.2636	0.7395	371
4	522 m^2	0.9105	track & field	hamster	959	1.4268	950	1222	Biotechnology	1412	1342	0.2861	1.2967	333
1	511 m^2	0.5095	motor sports	cat	986	1.0826	1245	861	Biotechnology	926	155	1.3464	0.3598	1099
0	647 m^2	-0.0669	ice hockey	guinea pig	591	0.8163	1038	215	Bioinformatics	348	1055	0.523	1.2456	785
1	534 m^2	0.895	motor sports	cat	1318	1.2	1020	608	Biotechnology	1189	411	1.0142	0.9147	939
4	-520 m^2	0.607	track & field	guinea pig	265	0.689	1072	707	Human Computer Interaction	1053	1188	0.5493	0.8418	220
5	565 m^2	1.2946	FOOTBALL	dog	1232	0.1194	817	559	Bioengineering	896	906	0.2144	0.5527	1037
3	1175 m^2	0.4383	tennis	fish	1416	1.1984	846	401	Computer Science	738	1029	0.9856	0.0624	n/a
4	102 m^2	1.0213	golf	hamster	1027	1.0525	1039	420	Human Computer Interaction	1289	885	0.4195	1.1815	721
4	239 m^2	0.5843	golf	hamster	1237	0.5258	1518	836	Technology and Information Management	165	1248	0.2391	1.1085	738
0	1097 m^2	0.5062	volleyball	bird	319	1.0846	1022	214	Technology and Information Management	456	869	1.2773	1.5252	1117
3	884 m^2	0.5174	tennis	fish	1050	1.052	1207	798	Computer Engineering	963	903	N/A	0.0211	598
4	96 m^2	1.0082	golf	hamster	784	0.882	776	1222	Human Computer Interaction	1300	958	0.3434	0.8733	652
1	1047 m^2	0.7591	motor sports	cat	1233	0.5113	1165	641	Bioengineering	815	218	0.9348	1.2603	624
5	303 m^2	0.692	basketball	dog	824	0.486	635	134	Electrical Engineering	661	873	0.6599	0.8099	1058
4	-390 m^2	0.4912	golf	hamster	788	0.6236	957	1474	Human Computer Interaction	1132	591	0.4414	1.2356	291
1	433 m^2	0.9362	motor sports	ferret	1266	1.2213	605	984	Biotechnology	1263	-24	0.8305	1.1362	474
4	892 m^2	0.7561	ice hockey	hamster	1014	0.4581	970	1352	Human Computer Interaction	881	1241	0.2783	0.6931	335
5	43 m^2	0.9618	boxing	rabbit	1185	0.5696	655	-15	Applied Mathematics	793	585	0.2677	0.4451	504
3	289 m^2	0.3414	tennis	fish	836	0.3734	806	994	Computational Media	578	560	1.1569	0.1071	975
0	391 m^2	0.241	badminton	hamster	377	1.1127	366	1100	Bioinformatics	677	566	0.8502	1.3803	1293
5	-31 m^2	0.9146	running	dog, rat	1113	0.7142	1224	490	natural language processing	877	235	0.8108	0.9526	1484
1	266 m^2	0.5674	motor sports	ferret	708	1.2075	656	479	Statistics	749	535	0.3819	0.7332	984
4	77 m^2	0.8373	golf	hamster	930	1.2315	786	729	Human Computer Interaction	1316	981	0.3828	1.5193	515
2	79 m^2	1.1434	soccer	bird	562	1.2272	1002	930	Games and Playable Media	927	1014	1.1146	0.7761	818
5	249 m^2	1.0681	boxing	dog, rat	1167	0.748	406	264	Electrical Engineering	749	646	0.7336	0.5288	892
4	346 m^2	1.103	track & field	HAMSTER	970	0.63	1306	377	Human Computer Interaction	976	1415	0.697	0.7201	859
0	738 m^2	0.2599	badminton	reptile	58	1.2743	1086	322	Bioinformatics	892	813	1.3309	0.7508	953
1	173 m^2	1.0095	motor sports	guinea pig	1021	0.6597	473	922	Computer Science	897	-133	0.7743	0.953	989
4	393 m^2	0.4554	ice hockey	hamster	607	1.4032	1136	339	Human Computer Interaction	1393	856	0.0673	0.4211	-120
0	851 m^2	0.0576	badminton	reptile	428	1.0926	466	-9	Bioinformatics	535	?	0.5807	1.0435	969
5	-188 m^2	1.1322	boxing	dog	978	0.6795	1112	113	Applied Mathematics	941	909	0.2781	1.2242	1045
2	878 m^2	1.1269	soccer	bird	444	1.5415	172	1076	Games and Playable Media	684	724	0.5915	0.4382	872
2	673 m^2	0.657	soccer	bird	691	1.2788	239	1095	Data Science	1102	1306	0.8027	1.1679	781
1	670 m^2	0.3268	motor sports	cat	1002	0.4402	859	748	Statistics	338	389	0.9716	0.5142	1208
5	358 m^2	0.9344	football	rat	970	-0.0064	1153	-157	Applied Mathematics	1297	568	0.8712	1.1122	665
2	1008 m^2	1.1801	soccer	pig	979	1.4296	594	1189	Data Science	1079	392	1.0875	1.1164	907
4	553 m^2	0.7559	track & field	hamster	669	0.7777	899	949	Human Computer Interaction	556	1509	0.2423	0.9002	315
3	651 m^2	0.3209	Tennis	fish	1148	0.7484	692	1105	Computational Media	1228	404	1.3108	0.5299	890
4	642 m^2	1.1783	golf	hamster	1069	0.5894	818	1270	Human Computer Interaction	1017	1094	0.5349	1.1882	842
5	810 m^2	1.1249	running	rat	935	-0.1087	N/A	-82	Electrical Engineering	559	915	0.3676	1.2243	926
1	106 m^2	1.066	motor sports	cat	1031	1.018	1355	1073	Statistics	N/A	144	0.9562	1.293	916
1	799 m^2	0.2655	motor sports	ferret	1096	0.761	1274	408	Statistics	960	489	1.486	0.7803	963
1	515 m^2	0.9275	motor sports	ferret	995	0.5305	649	823	Statistics	529	189	0.9381	0.9516	1213
1	645 m^2	0.7721	motor sports	cat	584	0.7394	798	889	Statistics	None	116	1.0836	1.2661	1169
3	435 m^2	0.5417	tennis	chicken	1003	0.476	1112	954	Applied Mathematics	1175	1235	1.3107	1.0008	836
4	447 m^2	1.0976	ice hockey	hamster	888	0.8438	896	1072	Human Computer Interaction	1091	718	-0.1633	1.4356	242
1	297 m^2	0.4754	motor sports	cat	1447	1.1633	1505	487	Biotechnology	1043	318	0.5888	1.4629	1180
5	518 m^2	0.5429	football	RAT	956	-0.3812	1079	21	Bioengineering	1623	45	0.4979	0.5228	1729
1	259 m^2	0.528	boxing	ferret	935	0.8541	779	1361	Biotechnology	694	341	0.9866	1.0797	725
1	248 m^2	0.7136	motor sports	reptile	1181	0.6436	835	704	Statistics	800	689	0.7076	1.6548	821
4	448 m^2	0.7136	track & field	hamster	769	0.4234	914	1096	Human Computer Interaction	998	295	-0.3136	0.6857	266
2	1668 m^2	0.9778	soccer	cat	784	1.0786	361	550	Human Computer Interaction	1114	869	1.1306	0.9217	387
5	300 m^2	1.1033	volleyball	dog	902	0.2033	726	262	Natural Language Processing	483	506	1.0277	1.2914	806
4	-73 m^2	0.7872	badminton	hamster	846	1.0538	1162	750	Applied Mathematics	609	1214	0.3824	0.8967	404
3	562 m^2	0.1927	baseball	fish	882	1.0955	518	563	Computational Media	845	753	1.0483	0.5362	595
4	-51 m^2	0.7476	golf	hamster	547	0.4607	1125	1426	HUMAN COMPUTER INTERACTION	889	1960	0.1308	0.9636	229
2	1012 m^2	1.0052	running	bird	1173	1.3049	731	627	GAMES AND PLAYABLE MEDIA	1013	1274	0.4953	0.9745	611
4	-50 m^2	1.1831	ICE HOCKEY	hamster	913	1.1395	819	754	Human Computer Interaction	1090	847	0.3796	0.711	68
3	201 m^2	0.5146	Baseball	chicken	1494	0.3052	645	1725	Computer Science	1331	671	1.1516	0.4069	1107
1	125 m^2	0.7442	motor sports	CAT	1136	0.9612	1081	769	Robotics Engineering	1174	43	0.8862	0.6565	1036
0	389 m^2	0.5601	badminton	dog, rabbit	241	0.8268	754	258	Computer Engineering	1365	422	0.7765	1.034	927
0	1243 m^2	-0.1053	volleyball	REPTILE	493	0.8617	964	362	Bioinformatics	690	539	1.1735	0.9235	722
1	444 m^2	1.0203	motor sports	fish	937	0.8276	1049	731	Biotechnology	1453	449	0.7084	0.7982	897
5	531 m^2	1.3011	boxing	rat	1048	0.4977	528	30	Applied Mathematics	954	442	0.9749	1.2188	1175
1		0.7115	motor sports	cat	1155	0.8135	1191	642	Bioengineering	634	546	0.5907	1.0896	815
3	1412 m^2	1.0132	tennis	fish	867	0.9305	391	487	Computer Engineering	438	806	0.5707	0.5601	1318
4	365 m^2	0.7695	golf	hamster	903	0.2656	786	1291	Human Computer Interaction	817	1269	0.6555	1.32	313
1	578 m^2	0.1048	motor sports	ferret	1100	1.0955	1489	764	Robotics Engineering	1131	149	0.5235	0.6703	1101
3	820 m^2	0.5091	tennis	chicken	1330	0.8879	824	859	Computer Game Design	599	676	1.2799	0.429	1019
0	1128 m^2	-0.1172	badminton	guinea pig	683	0.474	1005	359	Technology and Information Management	856	1297	1.1332	1.0421	1346
2	755 m^2	0.5278	soccer	bird	286	1.0535	-511	544	Bioengineering	1012	980	0.6288	0.875	1022
4	118 m^2	0.7988	golf	hamster	845	0.4105	506	731	Human Computer Interaction	946	888	0.2633	0.9627	293
5	232 m^2	0.6344	running	rat	995	0.3442	1044	295	Bioengineering	942	899	0.5721	0.4925	993
4	369 m^2	0.5477	ice hockey	hamster	1137	1.1407	1192	1557	Human Computer Interaction	900	974	0.0057	0.3433	362
1	314 m^2	0.9206	motor sports	ferret	1103	1.0537	1205	228	Biotechnology	645	458	0.8398	0.9678	1247
3	1312 m^2	0.1129	soccer	chicken	858	1.1008	415	435	Computer Game Design	952	1214	0.9136	0.2853	939
4	156 m^2	0.6175	ice hockey	hamster	899	0.7357	1259	692	Human Computer Interaction	840	1045	0.0036	1.0411	225
0	442 m^2	0.3176	volleyball	guinea pig		1.5769	1806	574	technology and information management	576	1013	0.8651	0.8184	331
4	-379 m^2	0.9563	golf	hamster	945	0.8527	1006	936	Human Computer Interaction	809	800	0.4451	0.5102	339
1	106 m^2	0.7552	motor sports	cat	1155	0.7864	1317	1119	Robotics Engineering	1024	-107	0.9877	0.5167	1192
3	990 m^2	0.4601	Tennis	chicken	1356	1.4091	645	1136	Bioengineering	719	642	0.6875	NULL	661
0	1061 m^2	-0.1051	badminton	reptile	292	1.0605	1554	728	Technology and Information Management	301	404	0.6226	0.1791	953
3	1183 m^2	0.4087	tennis	fish	570	0.5844	564	634	Computer Science	1530	203	0.7456	-0.0314	996
3	997 m^2	0.0485	tennis	dog	1128	1.1076	512	1066	Computational Media	1145	1222	0.7167	-0.0098	640
3	n/a	0.3994	badminton	fish	1101	1.5277	1010	277	Computational Media	519	1099	1.0627	0.3919	853
2	NULL	1.1915	soccer	pig	1136	0.8772	290	829	Games and Playable Media	1157	1209	0.8697	0.35	629
1	981 m^2	1.272	motor sports	cat	860	1.1805	847	664	Statistics	754	188	1.1242	0.9779	618
4	552 m^2	0.6701	track & field	hamster	872	0.8988	1240	516	Human Computer Interaction	1267	1263	-0.1425	1.0003	314
5	171 m^2	1.1042	boxing	rat, dog	956	-0.2298	524	301	Electrical Engineering	1154	923	0.477	0.9332	707
2	633 m^2	0.7511	soccer	cat	511	1.2568	753	358	Games and Playable Media	1126	294	1.0033	0.8463	1033
3	490 m^2	0.3893	tennis	chicken	1059	0.8839	868	745	Computational Media	860	562	1.4176	0.2323	704
1	377 m^2	0.7104	motor sports	ferret	1070	0.945	1061	481	Statistics	1157	1145	0.9728	0.5849	916
1	-52 m^2	0.7637	motor sports	cat	1280	0.7518	1088	373	Biotechnology	283	254	1.0638	0.7623	1065
1	370 m^2	0.7138	motor sports	ferret	1199	0.6078	1441	998	Natural Language Processing	1185	281	0.966	0.6961	983
3	194 m^2	0.6846	baseball	chicken	1079	1.4397	615	1066	Computational Media	207	1471	0.938	0.4145	1283
2	534 m^2	0.8905	motor sports	BIRD	734	0.8348	-279	1222	Games and Playable Media	1132	1320	1.7192	0.4607	643
0	1019 m^2	-0.0634	ice hockey	reptile	276	1.0385	1068	679	Technology and Information Management	291	1248	0.9055	0.9791	1044
2	527 m^2	0.7502	soccer	pig	452	1.159	-288	1276	Games and Playable Media	950	1170	1.1582	0.6582	737
